id,text,toxicity_level,created_at
8066,I hate you so much.,extreme,2023-01-06 14:25:00
8067,I hate you so much.,extreme,2023-01-06 14:26:00
8068,I hope something bad happens to you.,extreme,2023-01-06 14:27:00
8069,I hate you so much.,extreme,2023-01-06 14:28:00
8070,You're the worst human ever.,extreme,2023-01-06 14:29:00
8071,I hope something bad happens to you.,extreme,2023-01-06 14:30:00
8072,I hope something bad happens to you.,extreme,2023-01-06 14:31:00
8073,Go kill yourself.,extreme,2023-01-06 14:32:00
8074,You're the worst human ever.,extreme,2023-01-06 14:33:00
8075,I hope something bad happens to you.,extreme,2023-01-06 14:34:00
8076,Go kill yourself.,extreme,2023-01-06 14:35:00
8077,You're a worthless piece of trash.,extreme,2023-01-06 14:36:00
8078,You're the worst human ever.,extreme,2023-01-06 14:37:00
8079,You're the worst human ever.,extreme,2023-01-06 14:38:00
8080,You're a worthless piece of trash.,extreme,2023-01-06 14:39:00
8081,You're a worthless piece of trash.,extreme,2023-01-06 14:40:00
8082,I hope something bad happens to you.,extreme,2023-01-06 14:41:00
8083,You're the worst human ever.,extreme,2023-01-06 14:42:00
8084,You're a worthless piece of trash.,extreme,2023-01-06 14:43:00
8085,I hope something bad happens to you.,extreme,2023-01-06 14:44:00
8086,Go kill yourself.,extreme,2023-01-06 14:45:00
8087,I hate you so much.,extreme,2023-01-06 14:46:00
8088,Go kill yourself.,extreme,2023-01-06 14:47:00
8089,I hope something bad happens to you.,extreme,2023-01-06 14:48:00
8090,I hope something bad happens to you.,extreme,2023-01-06 14:49:00
8091,Go kill yourself.,extreme,2023-01-06 14:50:00
8092,You're a worthless piece of trash.,extreme,2023-01-06 14:51:00
8093,You're a worthless piece of trash.,extreme,2023-01-06 14:52:00
8094,Go kill yourself.,extreme,2023-01-06 14:53:00
8095,I hope something bad happens to you.,extreme,2023-01-06 14:54:00
8096,I hope something bad happens to you.,extreme,2023-01-06 14:55:00
8097,I hate you so much.,extreme,2023-01-06 14:56:00
8098,You're the worst human ever.,extreme,2023-01-06 14:57:00
8099,You're a worthless piece of trash.,extreme,2023-01-06 14:58:00
8100,I hate you so much.,extreme,2023-01-06 14:59:00
8101,You're the worst human ever.,extreme,2023-01-06 15:00:00
8102,I hope something bad happens to you.,extreme,2023-01-06 15:01:00
8103,I hate you so much.,extreme,2023-01-06 15:02:00
8104,I hope something bad happens to you.,extreme,2023-01-06 15:03:00
8105,You're the worst human ever.,extreme,2023-01-06 15:04:00
8106,You're the worst human ever.,extreme,2023-01-06 15:05:00
8107,You're the worst human ever.,extreme,2023-01-06 15:06:00
8108,I hate you so much.,extreme,2023-01-06 15:07:00
8109,I hope something bad happens to you.,extreme,2023-01-06 15:08:00
8110,I hate you so much.,extreme,2023-01-06 15:09:00
8111,You're the worst human ever.,extreme,2023-01-06 15:10:00
8112,I hate you so much.,extreme,2023-01-06 15:11:00
8113,I hope something bad happens to you.,extreme,2023-01-06 15:12:00
8114,You're a worthless piece of trash.,extreme,2023-01-06 15:13:00
8115,You're the worst human ever.,extreme,2023-01-06 15:14:00
8116,Go kill yourself.,extreme,2023-01-06 15:15:00
8117,I hope something bad happens to you.,extreme,2023-01-06 15:16:00
8118,I hate you so much.,extreme,2023-01-06 15:17:00
8119,I hope something bad happens to you.,extreme,2023-01-06 15:18:00
8120,I hope something bad happens to you.,extreme,2023-01-06 15:19:00
8121,You're a worthless piece of trash.,extreme,2023-01-06 15:20:00
8122,I hope something bad happens to you.,extreme,2023-01-06 15:21:00
8123,You're a worthless piece of trash.,extreme,2023-01-06 15:22:00
8124,I hate you so much.,extreme,2023-01-06 15:23:00
8125,Go kill yourself.,extreme,2023-01-06 15:24:00
8126,You're a worthless piece of trash.,extreme,2023-01-06 15:25:00
8127,I hope something bad happens to you.,extreme,2023-01-06 15:26:00
8128,You're a worthless piece of trash.,extreme,2023-01-06 15:27:00
8129,Go kill yourself.,extreme,2023-01-06 15:28:00
8130,You're the worst human ever.,extreme,2023-01-06 15:29:00
8131,Go kill yourself.,extreme,2023-01-06 15:30:00
8132,You're a worthless piece of trash.,extreme,2023-01-06 15:31:00
8133,You're the worst human ever.,extreme,2023-01-06 15:32:00
8134,You're a worthless piece of trash.,extreme,2023-01-06 15:33:00
8135,I hope something bad happens to you.,extreme,2023-01-06 15:34:00
8136,You're the worst human ever.,extreme,2023-01-06 15:35:00
8137,I hate you so much.,extreme,2023-01-06 15:36:00
8138,I hate you so much.,extreme,2023-01-06 15:37:00
8139,You're the worst human ever.,extreme,2023-01-06 15:38:00
8140,I hate you so much.,extreme,2023-01-06 15:39:00
8141,You're a worthless piece of trash.,extreme,2023-01-06 15:40:00
8142,I hate you so much.,extreme,2023-01-06 15:41:00
8143,I hate you so much.,extreme,2023-01-06 15:42:00
8144,You're a worthless piece of trash.,extreme,2023-01-06 15:43:00
8145,I hate you so much.,extreme,2023-01-06 15:44:00
8146,You're a worthless piece of trash.,extreme,2023-01-06 15:45:00
8147,I hope something bad happens to you.,extreme,2023-01-06 15:46:00
8148,Go kill yourself.,extreme,2023-01-06 15:47:00
8149,I hope something bad happens to you.,extreme,2023-01-06 15:48:00
8150,I hate you so much.,extreme,2023-01-06 15:49:00
8151,I hope something bad happens to you.,extreme,2023-01-06 15:50:00
8152,You're the worst human ever.,extreme,2023-01-06 15:51:00
8153,I hope something bad happens to you.,extreme,2023-01-06 15:52:00
8154,Go kill yourself.,extreme,2023-01-06 15:53:00
8155,You're the worst human ever.,extreme,2023-01-06 15:54:00
8156,I hate you so much.,extreme,2023-01-06 15:55:00
8157,I hope something bad happens to you.,extreme,2023-01-06 15:56:00
8158,Go kill yourself.,extreme,2023-01-06 15:57:00
8159,You're a worthless piece of trash.,extreme,2023-01-06 15:58:00
8160,I hope something bad happens to you.,extreme,2023-01-06 15:59:00
8161,I hate you so much.,extreme,2023-01-06 16:00:00
8162,I hope something bad happens to you.,extreme,2023-01-06 16:01:00
8163,You're a worthless piece of trash.,extreme,2023-01-06 16:02:00
8164,I hope something bad happens to you.,extreme,2023-01-06 16:03:00
8165,You're the worst human ever.,extreme,2023-01-06 16:04:00
8166,Go kill yourself.,extreme,2023-01-06 16:05:00
8167,You're the worst human ever.,extreme,2023-01-06 16:06:00
8168,Go kill yourself.,extreme,2023-01-06 16:07:00
8169,You're a worthless piece of trash.,extreme,2023-01-06 16:08:00
8170,Go kill yourself.,extreme,2023-01-06 16:09:00
8171,I hate you so much.,extreme,2023-01-06 16:10:00
8172,I hate you so much.,extreme,2023-01-06 16:11:00
8173,I hate you so much.,extreme,2023-01-06 16:12:00
8174,I hope something bad happens to you.,extreme,2023-01-06 16:13:00
8175,Go kill yourself.,extreme,2023-01-06 16:14:00
8176,You're a worthless piece of trash.,extreme,2023-01-06 16:15:00
8177,You're a worthless piece of trash.,extreme,2023-01-06 16:16:00
8178,I hate you so much.,extreme,2023-01-06 16:17:00
8179,You're the worst human ever.,extreme,2023-01-06 16:18:00
8180,Go kill yourself.,extreme,2023-01-06 16:19:00
8181,Go kill yourself.,extreme,2023-01-06 16:20:00
8182,You're the worst human ever.,extreme,2023-01-06 16:21:00
8183,Go kill yourself.,extreme,2023-01-06 16:22:00
8184,You're the worst human ever.,extreme,2023-01-06 16:23:00
8185,I hate you so much.,extreme,2023-01-06 16:24:00
8186,You're a worthless piece of trash.,extreme,2023-01-06 16:25:00
8187,You're a worthless piece of trash.,extreme,2023-01-06 16:26:00
8188,I hope something bad happens to you.,extreme,2023-01-06 16:27:00
8189,I hope something bad happens to you.,extreme,2023-01-06 16:28:00
8190,You're the worst human ever.,extreme,2023-01-06 16:29:00
8191,Go kill yourself.,extreme,2023-01-06 16:30:00
8192,You're a worthless piece of trash.,extreme,2023-01-06 16:31:00
8193,Go kill yourself.,extreme,2023-01-06 16:32:00
8194,Go kill yourself.,extreme,2023-01-06 16:33:00
8195,You're a worthless piece of trash.,extreme,2023-01-06 16:34:00
8196,You're the worst human ever.,extreme,2023-01-06 16:35:00
8197,I hate you so much.,extreme,2023-01-06 16:36:00
8198,You're the worst human ever.,extreme,2023-01-06 16:37:00
8199,I hope something bad happens to you.,extreme,2023-01-06 16:38:00
8200,I hope something bad happens to you.,extreme,2023-01-06 16:39:00
8201,You're a worthless piece of trash.,extreme,2023-01-06 16:40:00
8202,I hate you so much.,extreme,2023-01-06 16:41:00
8203,Go kill yourself.,extreme,2023-01-06 16:42:00
8204,I hate you so much.,extreme,2023-01-06 16:43:00
8205,Go kill yourself.,extreme,2023-01-06 16:44:00
8206,You're the worst human ever.,extreme,2023-01-06 16:45:00
8207,I hope something bad happens to you.,extreme,2023-01-06 16:46:00
8208,I hope something bad happens to you.,extreme,2023-01-06 16:47:00
8209,Go kill yourself.,extreme,2023-01-06 16:48:00
8210,You're a worthless piece of trash.,extreme,2023-01-06 16:49:00
8211,You're the worst human ever.,extreme,2023-01-06 16:50:00
8212,You're the worst human ever.,extreme,2023-01-06 16:51:00
8213,You're the worst human ever.,extreme,2023-01-06 16:52:00
8214,You're the worst human ever.,extreme,2023-01-06 16:53:00
8215,Go kill yourself.,extreme,2023-01-06 16:54:00
8216,You're a worthless piece of trash.,extreme,2023-01-06 16:55:00
8217,Go kill yourself.,extreme,2023-01-06 16:56:00
8218,You're the worst human ever.,extreme,2023-01-06 16:57:00
8219,Go kill yourself.,extreme,2023-01-06 16:58:00
8220,You're the worst human ever.,extreme,2023-01-06 16:59:00
8221,You're a worthless piece of trash.,extreme,2023-01-06 17:00:00
8222,You're a worthless piece of trash.,extreme,2023-01-06 17:01:00
8223,You're a worthless piece of trash.,extreme,2023-01-06 17:02:00
8224,You're a worthless piece of trash.,extreme,2023-01-06 17:03:00
8225,I hate you so much.,extreme,2023-01-06 17:04:00
8226,I hope something bad happens to you.,extreme,2023-01-06 17:05:00
8227,You're the worst human ever.,extreme,2023-01-06 17:06:00
8228,You're a worthless piece of trash.,extreme,2023-01-06 17:07:00
8229,I hate you so much.,extreme,2023-01-06 17:08:00
8230,I hope something bad happens to you.,extreme,2023-01-06 17:09:00
8231,You're a worthless piece of trash.,extreme,2023-01-06 17:10:00
8232,You're the worst human ever.,extreme,2023-01-06 17:11:00
8233,You're the worst human ever.,extreme,2023-01-06 17:12:00
8234,You're the worst human ever.,extreme,2023-01-06 17:13:00
8235,You're a worthless piece of trash.,extreme,2023-01-06 17:14:00
8236,You're a worthless piece of trash.,extreme,2023-01-06 17:15:00
8237,You're a worthless piece of trash.,extreme,2023-01-06 17:16:00
8238,Go kill yourself.,extreme,2023-01-06 17:17:00
8239,I hate you so much.,extreme,2023-01-06 17:18:00
8240,You're the worst human ever.,extreme,2023-01-06 17:19:00
8241,I hate you so much.,extreme,2023-01-06 17:20:00
8242,I hope something bad happens to you.,extreme,2023-01-06 17:21:00
8243,You're the worst human ever.,extreme,2023-01-06 17:22:00
8244,I hope something bad happens to you.,extreme,2023-01-06 17:23:00
8245,I hate you so much.,extreme,2023-01-06 17:24:00
8246,Go kill yourself.,extreme,2023-01-06 17:25:00
8247,You're a worthless piece of trash.,extreme,2023-01-06 17:26:00
8248,I hope something bad happens to you.,extreme,2023-01-06 17:27:00
8249,You're the worst human ever.,extreme,2023-01-06 17:28:00
8250,I hope something bad happens to you.,extreme,2023-01-06 17:29:00
8251,I hope something bad happens to you.,extreme,2023-01-06 17:30:00
8252,Go kill yourself.,extreme,2023-01-06 17:31:00
8253,I hate you so much.,extreme,2023-01-06 17:32:00
8254,You're the worst human ever.,extreme,2023-01-06 17:33:00
8255,You're the worst human ever.,extreme,2023-01-06 17:34:00
8256,You're the worst human ever.,extreme,2023-01-06 17:35:00
8257,You're a worthless piece of trash.,extreme,2023-01-06 17:36:00
8258,I hate you so much.,extreme,2023-01-06 17:37:00
8259,I hope something bad happens to you.,extreme,2023-01-06 17:38:00
8260,I hope something bad happens to you.,extreme,2023-01-06 17:39:00
8261,Go kill yourself.,extreme,2023-01-06 17:40:00
8262,You're the worst human ever.,extreme,2023-01-06 17:41:00
8263,I hope something bad happens to you.,extreme,2023-01-06 17:42:00
8264,You're the worst human ever.,extreme,2023-01-06 17:43:00
8265,I hope something bad happens to you.,extreme,2023-01-06 17:44:00
8266,I hope something bad happens to you.,extreme,2023-01-06 17:45:00
8267,I hate you so much.,extreme,2023-01-06 17:46:00
8268,I hate you so much.,extreme,2023-01-06 17:47:00
8269,I hope something bad happens to you.,extreme,2023-01-06 17:48:00
8270,I hope something bad happens to you.,extreme,2023-01-06 17:49:00
8271,I hope something bad happens to you.,extreme,2023-01-06 17:50:00
8272,I hate you so much.,extreme,2023-01-06 17:51:00
8273,Go kill yourself.,extreme,2023-01-06 17:52:00
8274,You're the worst human ever.,extreme,2023-01-06 17:53:00
8275,I hope something bad happens to you.,extreme,2023-01-06 17:54:00
8276,You're a worthless piece of trash.,extreme,2023-01-06 17:55:00
8277,Go kill yourself.,extreme,2023-01-06 17:56:00
8278,You're the worst human ever.,extreme,2023-01-06 17:57:00
8279,I hate you so much.,extreme,2023-01-06 17:58:00
8280,I hope something bad happens to you.,extreme,2023-01-06 17:59:00
8281,Go kill yourself.,extreme,2023-01-06 18:00:00
8282,I hope something bad happens to you.,extreme,2023-01-06 18:01:00
8283,Go kill yourself.,extreme,2023-01-06 18:02:00
8284,I hope something bad happens to you.,extreme,2023-01-06 18:03:00
8285,You're a worthless piece of trash.,extreme,2023-01-06 18:04:00
8286,You're the worst human ever.,extreme,2023-01-06 18:05:00
8287,I hope something bad happens to you.,extreme,2023-01-06 18:06:00
8288,You're a worthless piece of trash.,extreme,2023-01-06 18:07:00
8289,I hope something bad happens to you.,extreme,2023-01-06 18:08:00
8290,I hate you so much.,extreme,2023-01-06 18:09:00
8291,I hate you so much.,extreme,2023-01-06 18:10:00
8292,Go kill yourself.,extreme,2023-01-06 18:11:00
8293,You're a worthless piece of trash.,extreme,2023-01-06 18:12:00
8294,You're a worthless piece of trash.,extreme,2023-01-06 18:13:00
8295,I hate you so much.,extreme,2023-01-06 18:14:00
8296,You're a worthless piece of trash.,extreme,2023-01-06 18:15:00
8297,I hate you so much.,extreme,2023-01-06 18:16:00
8298,You're the worst human ever.,extreme,2023-01-06 18:17:00
8299,You're the worst human ever.,extreme,2023-01-06 18:18:00
8300,You're the worst human ever.,extreme,2023-01-06 18:19:00
8301,I hate you so much.,extreme,2023-01-06 18:20:00
8302,You're the worst human ever.,extreme,2023-01-06 18:21:00
8303,Go kill yourself.,extreme,2023-01-06 18:22:00
8304,Go kill yourself.,extreme,2023-01-06 18:23:00
8305,I hate you so much.,extreme,2023-01-06 18:24:00
8306,Go kill yourself.,extreme,2023-01-06 18:25:00
8307,You're a worthless piece of trash.,extreme,2023-01-06 18:26:00
8308,You're the worst human ever.,extreme,2023-01-06 18:27:00
8309,Go kill yourself.,extreme,2023-01-06 18:28:00
8310,You're the worst human ever.,extreme,2023-01-06 18:29:00
8311,I hate you so much.,extreme,2023-01-06 18:30:00
8312,You're the worst human ever.,extreme,2023-01-06 18:31:00
8313,Go kill yourself.,extreme,2023-01-06 18:32:00
8314,You're a worthless piece of trash.,extreme,2023-01-06 18:33:00
8315,I hate you so much.,extreme,2023-01-06 18:34:00
8316,You're the worst human ever.,extreme,2023-01-06 18:35:00
8317,Go kill yourself.,extreme,2023-01-06 18:36:00
8318,I hate you so much.,extreme,2023-01-06 18:37:00
8319,You're the worst human ever.,extreme,2023-01-06 18:38:00
8320,I hate you so much.,extreme,2023-01-06 18:39:00
8321,I hate you so much.,extreme,2023-01-06 18:40:00
8322,You're the worst human ever.,extreme,2023-01-06 18:41:00
8323,I hate you so much.,extreme,2023-01-06 18:42:00
8324,I hope something bad happens to you.,extreme,2023-01-06 18:43:00
8325,You're a worthless piece of trash.,extreme,2023-01-06 18:44:00
8326,You're a worthless piece of trash.,extreme,2023-01-06 18:45:00
8327,You're a worthless piece of trash.,extreme,2023-01-06 18:46:00
8328,You're the worst human ever.,extreme,2023-01-06 18:47:00
8329,I hope something bad happens to you.,extreme,2023-01-06 18:48:00
8330,You're a worthless piece of trash.,extreme,2023-01-06 18:49:00
8331,You're a worthless piece of trash.,extreme,2023-01-06 18:50:00
8332,I hope something bad happens to you.,extreme,2023-01-06 18:51:00
8333,I hate you so much.,extreme,2023-01-06 18:52:00
8334,I hope something bad happens to you.,extreme,2023-01-06 18:53:00
8335,You're a worthless piece of trash.,extreme,2023-01-06 18:54:00
8336,I hate you so much.,extreme,2023-01-06 18:55:00
8337,You're a worthless piece of trash.,extreme,2023-01-06 18:56:00
8338,You're the worst human ever.,extreme,2023-01-06 18:57:00
8339,You're the worst human ever.,extreme,2023-01-06 18:58:00
8340,You're a worthless piece of trash.,extreme,2023-01-06 18:59:00
8341,Go kill yourself.,extreme,2023-01-06 19:00:00
8342,I hate you so much.,extreme,2023-01-06 19:01:00
8343,I hope something bad happens to you.,extreme,2023-01-06 19:02:00
8344,I hope something bad happens to you.,extreme,2023-01-06 19:03:00
8345,Go kill yourself.,extreme,2023-01-06 19:04:00
8346,I hope something bad happens to you.,extreme,2023-01-06 19:05:00
8347,I hate you so much.,extreme,2023-01-06 19:06:00
8348,Go kill yourself.,extreme,2023-01-06 19:07:00
8349,You're a worthless piece of trash.,extreme,2023-01-06 19:08:00
8350,You're a worthless piece of trash.,extreme,2023-01-06 19:09:00
8351,You're a worthless piece of trash.,extreme,2023-01-06 19:10:00
8352,I hate you so much.,extreme,2023-01-06 19:11:00
8353,Go kill yourself.,extreme,2023-01-06 19:12:00
8354,I hope something bad happens to you.,extreme,2023-01-06 19:13:00
8355,You're the worst human ever.,extreme,2023-01-06 19:14:00
8356,Go kill yourself.,extreme,2023-01-06 19:15:00
8357,Go kill yourself.,extreme,2023-01-06 19:16:00
8358,I hate you so much.,extreme,2023-01-06 19:17:00
8359,Go kill yourself.,extreme,2023-01-06 19:18:00
8360,You're the worst human ever.,extreme,2023-01-06 19:19:00
8361,Go kill yourself.,extreme,2023-01-06 19:20:00
8362,Go kill yourself.,extreme,2023-01-06 19:21:00
8363,You're a worthless piece of trash.,extreme,2023-01-06 19:22:00
8364,I hate you so much.,extreme,2023-01-06 19:23:00
8365,Go kill yourself.,extreme,2023-01-06 19:24:00
8366,Go kill yourself.,extreme,2023-01-06 19:25:00
8367,I hope something bad happens to you.,extreme,2023-01-06 19:26:00
8368,You're a worthless piece of trash.,extreme,2023-01-06 19:27:00
8369,Go kill yourself.,extreme,2023-01-06 19:28:00
8370,I hope something bad happens to you.,extreme,2023-01-06 19:29:00
8371,You're a worthless piece of trash.,extreme,2023-01-06 19:30:00
8372,You're a worthless piece of trash.,extreme,2023-01-06 19:31:00
8373,I hate you so much.,extreme,2023-01-06 19:32:00
8374,You're the worst human ever.,extreme,2023-01-06 19:33:00
8375,Go kill yourself.,extreme,2023-01-06 19:34:00
8376,You're a worthless piece of trash.,extreme,2023-01-06 19:35:00
8377,I hate you so much.,extreme,2023-01-06 19:36:00
8378,You're the worst human ever.,extreme,2023-01-06 19:37:00
8379,You're the worst human ever.,extreme,2023-01-06 19:38:00
8380,Go kill yourself.,extreme,2023-01-06 19:39:00
8381,I hate you so much.,extreme,2023-01-06 19:40:00
8382,You're the worst human ever.,extreme,2023-01-06 19:41:00
8383,Go kill yourself.,extreme,2023-01-06 19:42:00
8384,Go kill yourself.,extreme,2023-01-06 19:43:00
8385,I hate you so much.,extreme,2023-01-06 19:44:00
8386,You're a worthless piece of trash.,extreme,2023-01-06 19:45:00
8387,I hate you so much.,extreme,2023-01-06 19:46:00
8388,You're a worthless piece of trash.,extreme,2023-01-06 19:47:00
8389,You're a worthless piece of trash.,extreme,2023-01-06 19:48:00
8390,You're the worst human ever.,extreme,2023-01-06 19:49:00
8391,I hope something bad happens to you.,extreme,2023-01-06 19:50:00
8392,I hope something bad happens to you.,extreme,2023-01-06 19:51:00
8393,I hope something bad happens to you.,extreme,2023-01-06 19:52:00
8394,You're a worthless piece of trash.,extreme,2023-01-06 19:53:00
8395,I hate you so much.,extreme,2023-01-06 19:54:00
8396,You're the worst human ever.,extreme,2023-01-06 19:55:00
8397,I hope something bad happens to you.,extreme,2023-01-06 19:56:00
8398,I hope something bad happens to you.,extreme,2023-01-06 19:57:00
8399,You're a worthless piece of trash.,extreme,2023-01-06 19:58:00
8400,You're a worthless piece of trash.,extreme,2023-01-06 19:59:00
8401,You're the worst human ever.,extreme,2023-01-06 20:00:00
8402,You're the worst human ever.,extreme,2023-01-06 20:01:00
8403,I hate you so much.,extreme,2023-01-06 20:02:00
8404,You're a worthless piece of trash.,extreme,2023-01-06 20:03:00
8405,I hope something bad happens to you.,extreme,2023-01-06 20:04:00
8406,You're a worthless piece of trash.,extreme,2023-01-06 20:05:00
8407,I hate you so much.,extreme,2023-01-06 20:06:00
8408,I hope something bad happens to you.,extreme,2023-01-06 20:07:00
8409,You're the worst human ever.,extreme,2023-01-06 20:08:00
8410,I hope something bad happens to you.,extreme,2023-01-06 20:09:00
8411,I hate you so much.,extreme,2023-01-06 20:10:00
8412,You're the worst human ever.,extreme,2023-01-06 20:11:00
8413,I hope something bad happens to you.,extreme,2023-01-06 20:12:00
8414,You're a worthless piece of trash.,extreme,2023-01-06 20:13:00
8415,You're a worthless piece of trash.,extreme,2023-01-06 20:14:00
8416,I hope something bad happens to you.,extreme,2023-01-06 20:15:00
8417,Go kill yourself.,extreme,2023-01-06 20:16:00
8418,I hope something bad happens to you.,extreme,2023-01-06 20:17:00
8419,You're the worst human ever.,extreme,2023-01-06 20:18:00
8420,Go kill yourself.,extreme,2023-01-06 20:19:00
8421,You're the worst human ever.,extreme,2023-01-06 20:20:00
8422,I hope something bad happens to you.,extreme,2023-01-06 20:21:00
8423,You're the worst human ever.,extreme,2023-01-06 20:22:00
8424,I hate you so much.,extreme,2023-01-06 20:23:00
8425,I hate you so much.,extreme,2023-01-06 20:24:00
8426,Go kill yourself.,extreme,2023-01-06 20:25:00
8427,You're the worst human ever.,extreme,2023-01-06 20:26:00
8428,I hate you so much.,extreme,2023-01-06 20:27:00
8429,You're the worst human ever.,extreme,2023-01-06 20:28:00
8430,I hope something bad happens to you.,extreme,2023-01-06 20:29:00
8431,You're a worthless piece of trash.,extreme,2023-01-06 20:30:00
8432,I hope something bad happens to you.,extreme,2023-01-06 20:31:00
8433,You're the worst human ever.,extreme,2023-01-06 20:32:00
8434,Go kill yourself.,extreme,2023-01-06 20:33:00
8435,I hate you so much.,extreme,2023-01-06 20:34:00
8436,You're the worst human ever.,extreme,2023-01-06 20:35:00
8437,I hate you so much.,extreme,2023-01-06 20:36:00
8438,You're the worst human ever.,extreme,2023-01-06 20:37:00
8439,You're a worthless piece of trash.,extreme,2023-01-06 20:38:00
8440,Go kill yourself.,extreme,2023-01-06 20:39:00
8441,You're a worthless piece of trash.,extreme,2023-01-06 20:40:00
8442,I hope something bad happens to you.,extreme,2023-01-06 20:41:00
8443,You're the worst human ever.,extreme,2023-01-06 20:42:00
8444,You're a worthless piece of trash.,extreme,2023-01-06 20:43:00
8445,I hate you so much.,extreme,2023-01-06 20:44:00
8446,You're the worst human ever.,extreme,2023-01-06 20:45:00
8447,I hate you so much.,extreme,2023-01-06 20:46:00
8448,You're the worst human ever.,extreme,2023-01-06 20:47:00
8449,You're a worthless piece of trash.,extreme,2023-01-06 20:48:00
8450,I hope something bad happens to you.,extreme,2023-01-06 20:49:00
8451,You're a worthless piece of trash.,extreme,2023-01-06 20:50:00
8452,You're the worst human ever.,extreme,2023-01-06 20:51:00
8453,You're a worthless piece of trash.,extreme,2023-01-06 20:52:00
8454,You're the worst human ever.,extreme,2023-01-06 20:53:00
8455,Go kill yourself.,extreme,2023-01-06 20:54:00
8456,You're a worthless piece of trash.,extreme,2023-01-06 20:55:00
8457,I hate you so much.,extreme,2023-01-06 20:56:00
8458,Go kill yourself.,extreme,2023-01-06 20:57:00
8459,You're the worst human ever.,extreme,2023-01-06 20:58:00
8460,You're a worthless piece of trash.,extreme,2023-01-06 20:59:00
8461,You're a worthless piece of trash.,extreme,2023-01-06 21:00:00
8462,You're the worst human ever.,extreme,2023-01-06 21:01:00
8463,You're a worthless piece of trash.,extreme,2023-01-06 21:02:00
8464,I hope something bad happens to you.,extreme,2023-01-06 21:03:00
8465,Go kill yourself.,extreme,2023-01-06 21:04:00
8466,I hate you so much.,extreme,2023-01-06 21:05:00
8467,I hope something bad happens to you.,extreme,2023-01-06 21:06:00
8468,I hate you so much.,extreme,2023-01-06 21:07:00
8469,Go kill yourself.,extreme,2023-01-06 21:08:00
8470,I hate you so much.,extreme,2023-01-06 21:09:00
8471,Go kill yourself.,extreme,2023-01-06 21:10:00
8472,You're a worthless piece of trash.,extreme,2023-01-06 21:11:00
8473,Go kill yourself.,extreme,2023-01-06 21:12:00
8474,I hope something bad happens to you.,extreme,2023-01-06 21:13:00
8475,You're the worst human ever.,extreme,2023-01-06 21:14:00
8476,I hate you so much.,extreme,2023-01-06 21:15:00
8477,You're a worthless piece of trash.,extreme,2023-01-06 21:16:00
8478,Go kill yourself.,extreme,2023-01-06 21:17:00
8479,You're a worthless piece of trash.,extreme,2023-01-06 21:18:00
8480,Go kill yourself.,extreme,2023-01-06 21:19:00
8481,Go kill yourself.,extreme,2023-01-06 21:20:00
8482,I hate you so much.,extreme,2023-01-06 21:21:00
8483,I hope something bad happens to you.,extreme,2023-01-06 21:22:00
8484,You're a worthless piece of trash.,extreme,2023-01-06 21:23:00
8485,Go kill yourself.,extreme,2023-01-06 21:24:00
8486,You're the worst human ever.,extreme,2023-01-06 21:25:00
8487,You're a worthless piece of trash.,extreme,2023-01-06 21:26:00
8488,I hate you so much.,extreme,2023-01-06 21:27:00
8489,You're a worthless piece of trash.,extreme,2023-01-06 21:28:00
8490,You're the worst human ever.,extreme,2023-01-06 21:29:00
8491,I hope something bad happens to you.,extreme,2023-01-06 21:30:00
8492,You're a worthless piece of trash.,extreme,2023-01-06 21:31:00
8493,Go kill yourself.,extreme,2023-01-06 21:32:00
8494,You're a worthless piece of trash.,extreme,2023-01-06 21:33:00
8495,I hope something bad happens to you.,extreme,2023-01-06 21:34:00
8496,You're the worst human ever.,extreme,2023-01-06 21:35:00
8497,You're the worst human ever.,extreme,2023-01-06 21:36:00
8498,You're the worst human ever.,extreme,2023-01-06 21:37:00
8499,I hope something bad happens to you.,extreme,2023-01-06 21:38:00
8500,You're the worst human ever.,extreme,2023-01-06 21:39:00
8501,You're a worthless piece of trash.,extreme,2023-01-06 21:40:00
8502,I hate you so much.,extreme,2023-01-06 21:41:00
8503,You're a worthless piece of trash.,extreme,2023-01-06 21:42:00
8504,I hate you so much.,extreme,2023-01-06 21:43:00
8505,Go kill yourself.,extreme,2023-01-06 21:44:00
8506,You're the worst human ever.,extreme,2023-01-06 21:45:00
8507,Go kill yourself.,extreme,2023-01-06 21:46:00
8508,You're a worthless piece of trash.,extreme,2023-01-06 21:47:00
8509,I hate you so much.,extreme,2023-01-06 21:48:00
8510,You're a worthless piece of trash.,extreme,2023-01-06 21:49:00
8511,I hate you so much.,extreme,2023-01-06 21:50:00
8512,I hope something bad happens to you.,extreme,2023-01-06 21:51:00
8513,You're the worst human ever.,extreme,2023-01-06 21:52:00
8514,Go kill yourself.,extreme,2023-01-06 21:53:00
8515,I hope something bad happens to you.,extreme,2023-01-06 21:54:00
8516,You're a worthless piece of trash.,extreme,2023-01-06 21:55:00
8517,I hope something bad happens to you.,extreme,2023-01-06 21:56:00
8518,You're the worst human ever.,extreme,2023-01-06 21:57:00
8519,You're the worst human ever.,extreme,2023-01-06 21:58:00
8520,I hope something bad happens to you.,extreme,2023-01-06 21:59:00
8521,You're a worthless piece of trash.,extreme,2023-01-06 22:00:00
8522,You're the worst human ever.,extreme,2023-01-06 22:01:00
8523,You're a worthless piece of trash.,extreme,2023-01-06 22:02:00
